M_*,alpha,epsilon
0.7215264834869387,-0.26938518196862987,-0.7478674123660997
-0.11224441076940775,1.1019421026621363,0.34530591910834885
1.0350209166237794,-0.4665385193424624,0.47560125681853793
-0.30112573576937396,-0.6441224896469722,-0.8279380187102181
0.7475080018582274,0.2919375283547244,-1.9069287317935781
-0.5694151973243102,0.7047591968261052,-0.6303696956013422
-0.4065411036597759,-0.7657485709974117,-0.13904587213799344
0.3947835762773581,1.420862085062245,-1.345234586827776
-1.2924848885860292,-1.029886863645382,-0.49997479135564166
0.52444091881441,1.4314175281914094,-0.6593212100587261
-1.6609726939358946,-1.794208988970503,-1.0211508519058377
0.13523587302709633,-0.5134783992383187,-0.7755929226109881
-0.8110995647416581,-1.064122076375281,0.5776235753383256
0.940368340379098,0.3588212199213337,0.9614150754789719
0.3386244679874637,1.024408988116101,1.7543843524736142
-0.6819950873270156,0.07292164175452645,-1.2871470873229032
-2.440666945993805,1.7192222610702144,-1.3144224436539953
-2.018857359676102,0.061968420079670704,0.12909466754265234
1.1001063689567647,0.7087081806618177,-0.28428867569918664
0.20092172981132142,-0.8668371464464057,0.13909620488499216
1.4189205499901345,0.053070538596750746,-0.0705885771213741
1.1231455163911488,-0.1860240951974203,-2.0676456798146847
-2.5254525758436723,0.6403951091742162,0.7324748785225046
-0.6767506511904374,0.9967715835960642,-0.1344483146808079
-2.390844180722231,1.7064614306104573,-0.7899785793498169
0.5257864005213779,-0.5046626453331429,-2.087999282421435
-0.14278459711257938,-1.0889763112918414,-0.22825774150220268
-0.0798148973322034,0.05011553609700305,0.5634424746072887
-1.1946379217656855,0.7758385460108791,-0.4055625071104379
-0.4955598742068715,0.174639367245346,-0.54846335605575
-0.5378517815042053,-1.7269641114874896,-0.6354295395563719
1.2705683115231299,-0.9026495349092463,0.6985604173245531
0.4781356182161076,-0.9702035133993574,-0.1567701830244512
0.8797740161740152,1.781496836432167,0.8326703244268734
-0.33278222436421323,0.2957597969095715,-0.5590583356082386
-0.06995514085457248,0.28362512572533194,0.07943704985877323
-0.4236386162327549,0.2893008447588394,0.4500767517533366
-1.092656846061242,-0.7498846750714846,1.6943727097443304
0.2331680253473214,1.1267729365076566,0.08745757704587435
-0.2852669576635252,0.2858485841794407,-0.1820668330498981
0.2537815218235408,0.9390146275372988,-0.1986374665107208
-3.038285008647325,1.1027091815532513,0.9093975686944976
1.6578218925746018,0.18957844299401963,0.6050964982813182
0.11416650574507992,-0.6337229814411579,1.2515170463979954
0.20200116415600103,-0.6340194834684622,-0.3384576800591116
2.1253871344917314,0.5215294785226677,-0.1605080716927591
1.0267395780708533,1.3773212467746088,0.2642417764503432
0.6956111575852073,0.9962703057472828,-1.8678625894469139
0.5750840622842857,-0.26883083125793694,0.3450481106357597
0.36459881324451004,-1.982066451298684,-0.8674312308093803
0.1667088946709852,1.341721905878615,0.6068020357423353
-1.2790546891802783,-0.936341466956074,-0.8369497394609946
-2.2404401005695105,-1.1224109372030726,-0.3874700674576079
0.2723555000591784,-1.8422910977810447,0.13753012672737608
-1.062689889779363,-0.9831209305484505,2.029359223065099
2.1538717765436877,-0.09056478438854858,0.10340409011543641
1.482066793260265,-0.4216776994433819,-1.3173890596991376
-1.9061215094777673,0.34773251536802324,0.4445297300412019
-0.966996578114629,-0.9454540788995625,-0.565580610542214
0.6411784054462784,1.143227160529446,-0.01721511272380839
-0.08803087143456274,-0.38044319789525505,1.4321675196940602
-0.06426265877173559,1.419125212157763,0.0063960019031612135
1.824749889239464,-0.17297319380076934,-0.5151835486836404
0.143859924752219,1.8901342982836,1.5999849831728394
-0.978319570883638,0.8415718212364971,0.5641938490378081
1.2490483455403496,1.7989835006762842,-0.2823491674503403
0.6389118583225798,0.5300275998585546,1.3859585822450988
1.180952529155281,-0.11740656278708582,2.089574788634501
0.23306400705785682,0.9121435309562206,2.572327855693946
0.32303419569193836,0.6761133436994928,-0.35625615640674607
0.5594305306526968,-1.186247069870452,-0.8932390214142903
0.08516048727633568,0.12212821706539596,2.1018523652141665
1.3478451065397332,0.5670600423780231,-0.9724805674984537
-0.38193872610162,-0.9972267444433368,0.41769110745166055
-1.4778374141689061,-0.3042143123209215,-0.9224042336048853
0.38889896061224477,0.5871234879690121,0.9594617349241346
-1.1225910182933772,-2.5241976716418475,-0.13153032821647073
-0.3046087170482731,-0.8690263991469598,-1.1812105124208696
-0.29954520495354436,-0.6510864746257458,0.4087132143395441
1.0914796143598782,1.04857142645179,-2.439308699982725
0.10088188719113905,-0.027499928177305937,1.773013012367041
0.054124056152269305,0.004400597026109085,0.5295980248495811
1.3032602885119038,0.06084534512171327,-0.07322552216331474
0.14226115725772975,-1.449566323565534,1.0767660903720475
-2.316035047517905,0.624004172036135,-1.255306601347483
0.7783931049194723,0.290786505303825,-0.6453164894611318
1.9033782353792683,-0.4960603879781079,0.11893261148771123
-0.4310935116558715,0.662688918082529,0.9652126324159456
1.791732684940275,-0.8795648491403235,-0.22499431286779226
0.7022662989385524,0.545420263403256,-1.5111958643166064
2.8397890175891267,-0.0994025133643577,-2.595989874475442
0.7012447037251268,-0.4382121437459801,0.7775194441961149
-0.37473834199691325,-0.394239201350969,-0.8009241278712542
-1.1256885117422935,0.3890643504507645,0.5812872639033843
-0.14381447491387134,-0.8865818195377401,-0.4223138026135517
-0.5860761507989551,-0.5179209617550774,-0.22054714767267988
0.3407261615928716,-0.10773809488765708,0.7723237381119218
-0.054209813506246714,-0.026739278807556763,1.7924577725664612
-0.6465831901599702,-0.22681932516684766,-0.5475100537604375
-0.9477311532403845,0.13159483741859732,0.17193906377920656
1.1378988611198608,0.228598175962105,-0.49758109715992754
-1.4043638089664596,-0.0984370300006807,-1.50258216188934
-0.3268769571121881,-1.0671041481615475,1.924751222486799
0.6638798687076188,0.6327475182627466,-1.9262301438144092
-1.23299223260781,0.6124947705264907,-0.2178660276993651
1.0772039280318917,0.6459442726444106,1.2949109495792055
0.4594386060617252,-0.08717613398315435,-0.6864494616261783
0.8394019963195476,-0.3522108001216278,1.2080539144330162
-0.990797257171602,-0.6741899856083391,-1.2708495667978261
-2.447902453013449,-0.6308369838923913,-0.009027984238796211
0.28216299414292667,1.9806786206638682,0.738215326578482
-0.6339057993160261,-1.4903760962253387,-1.067470246042204
-0.9004139163655828,0.15457891247757752,0.18886408261277313
1.707899029198393,-0.4362884325379848,0.2619276476426067
0.8033003407119792,-0.5556133136431882,0.6008088560531649
-0.4811714777738012,-1.6294141382863567,0.5269196331602924
-0.6364645033779543,0.2922563525115559,-0.8535653044086686
-0.1563737101926114,0.7031135251326653,1.1171984538611757
2.015208397803863,-0.9198780066090456,-0.6617881050701517
-1.2836673444409183,-0.9544276338352604,-0.05695233447253857
-1.9740454648697667,-0.6437826657299088,-0.01591861434451341
1.9345848809122546,1.550765781208562,-0.35718393157132095
0.33406450455035225,-0.7654027172014457,0.23483150189882487
-0.371639505113659,-0.5532107031032251,1.7001583538404301
0.071684447766057,-2.3275136457365058,0.6567300752189873
-1.151392148918667,0.2925864809036222,-0.9800572307726558
1.0344720876531137,-1.256792785315193,-0.29520938444849987
0.1839137449392607,-0.49001678826312106,0.35628557229401037
-0.22538031723578833,-1.186272903121017,-1.3199937172233236
-1.5322180265850796,0.24769795118629848,-1.6622663336651824
0.5578973336123726,-0.7498474930465223,-0.3458026213796752
1.3523227682308745,1.8991450055374561,0.6564684831042157
1.2681900307352214,-0.7987625786853195,0.6998028680116877
0.34762983466905684,-0.2171280925116298,-1.0293883297458137
-1.241184348228145,0.17618085271522327,1.6070883583861726
0.6225493368207562,-0.5719262383733017,1.2559869062623117
-0.27469166968175607,-1.2691586957936958,-0.5228688686521176
-0.1564523902983295,0.5219465837349841,0.5019198642466527
-1.4465819454259674,-0.27475367798706507,-0.39801187441532887
